Age;Gender;Education;Introversion Score;Sensing Score;Thinking Score;Judging Score;Interest;Personality
18~25;Male;0;7~9;5~7;2~4;4~6;Sports~Arts;ENFJ
18~25;Male;0;7~9;5~7;2~4;4~6;Sports~Arts;ENFP
18~25;Male;0;7~9;5~7;2~4;4~6;Sports~Arts;ENFP
18~25;Male;0;7~9;5~7;2~4;4~6;Sports~Arts;ENFP
18~25;Male;0;7~9;5~7;2~4;4~6;Sports~Arts;ENFJ
18~25;Male;0;7~9;5~7;2~4;4~6;Sports~Arts;ENFP
19~25;Male;0;5~7;5~7;5~7;2~4;Unknown~Technology;ENTP
19~25;Male;0;5~7;5~7;5~7;2~4;Unknown~Technology;ENTP
19~25;Male;0;5~7;5~7;5~7;2~4;Unknown~Technology;INFP
19~25;Male;0;5~7;5~7;5~7;2~4;Unknown~Technology;ENTP
19~25;Male;0;5~7;5~7;5~7;2~4;Unknown~Technology;ENFP
19~25;Male;0;5~7;5~7;5~7;2~4;Unknown~Technology;ENFP
19~25;Male;0;5~7;5~7;5~7;2~4;Unknown~Technology;ENTP
19~25;Male;0;5~7;5~7;5~7;2~4;Unknown~Technology;ENFP
19~25;Male;0;5~7;5~7;5~7;2~4;Unknown~Technology;ENFP
21~23;Male;0;7~9;5~6;5~7;1~4;Unknown;ENTP
21~23;Male;0;7~9;5~6;5~7;1~4;Unknown;ENTP
21~23;Male;0;7~9;5~6;5~7;1~4;Unknown;ENFP
21~23;Male;0;7~9;5~6;5~7;1~4;Unknown;ENFP
21~23;Male;0;7~9;5~6;5~7;1~4;Unknown;ENFP
19~24;Male;0;7~9;6~8;5~6;2~4;Unknown~Technology;ESTP
19~24;Male;0;7~9;6~8;5~6;2~4;Unknown~Technology;ENFP
19~24;Male;0;7~9;6~8;5~6;2~4;Unknown~Technology;ENFP
19~24;Male;0;7~9;6~8;5~6;2~4;Unknown~Technology;ENFP
19~24;Male;0;7~9;6~8;5~6;2~4;Unknown~Technology;ENFP
20~25;Male;0;5~7;5~6;7~9;2~4;Unknown;ENTP
20~25;Male;0;5~7;5~6;7~9;2~4;Unknown;ENTP
20~25;Male;0;5~7;5~6;7~9;2~4;Unknown;ENTP
20~25;Male;0;5~7;5~6;7~9;2~4;Unknown;ENTP
20~25;Male;0;5~7;5~6;7~9;2~4;Unknown;ENTP
20~25;Male;0;5~7;6~7;7~9;1~4;Unknown~Technology;ENTP
20~25;Male;0;5~7;6~7;7~9;1~4;Unknown~Technology;ENTP
20~25;Male;0;5~7;6~7;7~9;1~4;Unknown~Technology;ENTP
20~25;Male;0;5~7;6~7;7~9;1~4;Unknown~Technology;ENTP
20~25;Male;0;5~7;6~7;7~9;1~4;Unknown~Technology;ESTP
20~25;Male;0;7~9;5~5;7~9;3~4;Unknown~Technology;ENTP
20~25;Male;0;7~9;5~5;7~9;3~4;Unknown~Technology;ENTP
20~25;Male;0;7~9;5~5;7~9;3~4;Unknown~Technology;ENTP
20~25;Male;0;7~9;5~5;7~9;3~4;Unknown~Technology;ENTP
20~25;Male;0;7~9;5~5;7~9;3~4;Unknown~Technology;ENTP
20~25;Male;0;8~9;5~6;7~9;2~3;Unknown;ENTP
20~25;Male;0;8~9;5~6;7~9;2~3;Unknown;ENTP
20~25;Male;0;8~9;5~6;7~9;2~3;Unknown;ESTP
20~25;Male;0;8~9;5~6;7~9;2~3;Unknown;ENTP
20~25;Male;0;8~9;5~6;7~9;2~3;Unknown;ENTP
20~25;Male;0;5~7;5~7;5~6;2~3;Sports~Arts;ENTP
20~25;Male;0;5~7;5~7;5~6;2~3;Sports~Arts;ESTP
20~25;Male;0;5~7;5~7;5~6;2~3;Sports~Arts;ENTP
20~25;Male;0;5~7;5~7;5~6;2~3;Sports~Arts;ENFP
20~25;Male;0;5~7;5~7;5~6;2~3;Sports~Arts;ENFP
20~25;Male;0;5~7;5~7;5~6;2~3;Sports~Arts;ENTP
20~25;Male;0;8~9;5~6;5~6;2~4;Sports~Arts;ENTP
20~25;Male;0;8~9;5~6;5~6;2~4;Sports~Arts;ENFP
20~25;Male;0;8~9;5~6;5~6;2~4;Sports~Arts;ENFP
20~25;Male;0;8~9;5~6;5~6;2~4;Sports~Arts;ENFP
20~25;Male;0;8~9;5~6;5~6;2~4;Sports~Arts;ENFP
20~25;Male;0;8~9;5~6;5~6;2~4;Sports~Arts;ENFP
20~25;Male;0;8~9;5~6;5~6;2~4;Sports~Arts;ENTP
20~25;Male;0;5~7;5~6;7~9;0~4;Sports~Arts;ENTP
20~25;Male;0;5~7;5~6;7~9;0~4;Sports~Arts;ENTP
20~25;Male;0;5~7;5~6;7~9;0~4;Sports~Arts;ENTP
20~25;Male;0;5~7;5~6;7~9;0~4;Sports~Arts;ENTP
20~25;Male;0;5~7;5~6;7~9;0~4;Sports~Arts;ENTP
20~25;Male;0;5~7;5~6;7~9;0~4;Sports~Arts;ENTP
20~25;Male;0;5~7;5~6;7~9;0~4;Sports~Arts;ENTP
19~25;Male;0;8~9;5~6;6~9;1~4;Sports~Arts;ENTP
19~25;Male;0;8~9;5~6;6~9;1~4;Sports~Arts;ENTP
19~25;Male;0;8~9;5~6;6~9;1~4;Sports~Arts;ENTP
19~25;Male;0;8~9;5~6;6~9;1~4;Sports~Arts;ENTP
19~25;Male;0;8~9;5~6;6~9;1~4;Sports~Arts;ENTP
19~25;Male;0;8~9;5~6;6~9;1~4;Sports~Arts;ESTP
19~25;Male;0;8~9;5~6;6~9;1~4;Sports~Arts;ENTP
20~25;Male;0;5~7;5~6;5~7;5~9;Unknown;ENFP
20~25;Male;0;5~7;5~6;5~7;5~9;Unknown;ENTP
20~25;Male;0;5~7;5~6;5~7;5~9;Unknown;ENTP
20~25;Male;0;5~7;5~6;5~7;5~9;Unknown;ENTJ
20~25;Male;0;5~7;5~6;5~7;5~9;Unknown;ENFJ
20~25;Male;0;5~7;5~6;5~7;5~9;Unknown;ENFP
20~25;Male;0;7~9;5~6;5~7;4~6;Unknown;ENFP
20~25;Male;0;7~9;5~6;5~7;4~6;Unknown;ENTP
20~25;Male;0;7~9;5~6;5~7;4~6;Unknown;ENFP
20~25;Male;0;7~9;5~6;5~7;4~6;Unknown;ENTP
20~25;Male;0;7~9;5~6;5~7;4~6;Unknown;ENFJ
20~25;Male;0;7~9;5~6;5~7;4~6;Unknown;ENFP
21~24;Male;0;5~7;5~8;7~9;5~7;Unknown;INTP
21~24;Male;0;5~7;5~8;7~9;5~7;Unknown;ENTP
21~24;Male;0;5~7;5~8;7~9;5~7;Unknown;ENTP
21~24;Male;0;5~7;5~8;7~9;5~7;Unknown;ENTJ
21~24;Male;0;5~7;5~8;7~9;5~7;Unknown;ENTJ
21~24;Male;0;5~7;5~8;7~9;5~7;Unknown;ENTP
21~25;Male;0;8~9;5~6;8~9;4~6;Unknown;ENTP
21~25;Male;0;8~9;5~6;8~9;4~6;Unknown;ENTP
21~25;Male;0;8~9;5~6;8~9;4~6;Unknown;ENTJ
21~25;Male;0;8~9;5~6;8~9;4~6;Unknown;ENTP
21~25;Male;0;8~9;5~6;8~9;4~6;Unknown;ENTP
21~25;Male;0;8~9;5~6;8~9;4~6;Unknown;ENTP
21~25;Male;0;8~9;5~6;8~9;4~6;Unknown;ENTJ
20~24;Male;0;5~9;5~6;5~7;5~7;Technology~Others;ENTP
20~24;Male;0;5~9;5~6;5~7;5~7;Technology~Others;ENFP
20~24;Male;0;5~9;5~6;5~7;5~7;Technology~Others;ENTJ
20~24;Male;0;5~9;5~6;5~7;5~7;Technology~Others;ENFJ
20~24;Male;0;5~9;5~6;5~7;5~7;Technology~Others;ENTJ
20~24;Male;0;5~9;5~6;5~7;5~7;Technology~Others;ENFP
20~24;Male;0;5~9;5~6;5~7;5~7;Technology~Others;ENTP
20~24;Male;0;5~9;5~6;5~7;5~7;Technology~Others;ENFP
20~24;Male;0;5~9;5~6;5~7;5~7;Technology~Others;ENFP
20~25;Male;0;5~8;5~7;7~9;4~6;Technology~Others;ESTP
20~25;Male;0;5~8;5~7;7~9;4~6;Technology~Others;ENTJ
20~25;Male;0;5~8;5~7;7~9;4~6;Technology~Others;ENTP
20~25;Male;0;5~8;5~7;7~9;4~6;Technology~Others;ENTJ
20~25;Male;0;5~8;5~7;7~9;4~6;Technology~Others;ENTP
20~25;Male;0;5~8;5~7;7~9;4~6;Technology~Others;ENTJ
20~25;Male;0;5~8;5~7;7~9;4~6;Technology~Others;ESTP
20~25;Male;0;5~8;5~7;7~9;4~6;Technology~Others;ENTJ
20~25;Male;0;5~8;5~7;7~9;4~6;Technology~Others;ENTP
21~24;Male;0;5~7;5~6;5~8;4~7;Sports~Arts;ESTJ
21~24;Male;0;5~7;5~6;5~8;4~7;Sports~Arts;ENTJ
21~24;Male;0;5~7;5~6;5~8;4~7;Sports~Arts;ENFP
21~24;Male;0;5~7;5~6;5~8;4~7;Sports~Arts;ENTP
21~24;Male;0;5~7;5~6;5~8;4~7;Sports~Arts;ENTP
21~24;Male;0;5~7;5~6;5~8;4~7;Sports~Arts;ENFP
21~25;Male;0;8~9;5~8;5~8;4~5;Sports~Arts;ENTP
21~25;Male;0;8~9;5~8;5~8;4~5;Sports~Arts;ESTP
21~25;Male;0;8~9;5~8;5~8;4~5;Sports~Arts;ENTP
21~25;Male;0;8~9;5~8;5~8;4~5;Sports~Arts;ENFJ
21~25;Male;0;8~9;5~8;5~8;4~5;Sports~Arts;ENFJ
21~25;Male;0;8~9;5~8;5~8;4~5;Sports~Arts;ENFP
20~25;Male;0;5~7;5~6;8~9;4~6;Sports~Arts;ENTP
20~25;Male;0;5~7;5~6;8~9;4~6;Sports~Arts;INTJ
20~25;Male;0;5~7;5~6;8~9;4~6;Sports~Arts;ENTP
20~25;Male;0;5~7;5~6;8~9;4~6;Sports~Arts;ESTJ
20~25;Male;0;5~7;5~6;8~9;4~6;Sports~Arts;ENTJ
20~25;Male;0;5~7;5~6;8~9;4~6;Sports~Arts;ENTJ
19~25;Male;0;7~9;5~6;8~8;5~6;Sports~Arts;ESTJ
19~25;Male;0;7~9;5~6;8~8;5~6;Sports~Arts;ENTJ
19~25;Male;0;7~9;5~6;8~8;5~6;Sports~Arts;ENTP
19~25;Male;0;7~9;5~6;8~8;5~6;Sports~Arts;ENTJ
19~25;Male;0;7~9;5~6;8~8;5~6;Sports~Arts;ENTP
19~25;Male;0;7~9;5~6;8~8;5~6;Sports~Arts;ENTJ
21~25;Male;1;0~1;3~3;0~4;1~4;Unknown~Technology;INFP
21~25;Male;1;0~1;3~3;0~4;1~4;Unknown~Technology;INFP
21~25;Male;1;0~1;3~3;0~4;1~4;Unknown~Technology;INFP
21~25;Male;1;0~1;3~3;0~4;1~4;Unknown~Technology;INFP
21~25;Male;1;0~1;3~3;0~4;1~4;Unknown~Technology;INFP
21~25;Male;1;0~1;3~3;0~4;1~4;Unknown~Technology;INFP
22~25;Male;1;1~4;3~3;0~4;2~4;Unknown~Technology;INFP
22~25;Male;1;1~4;3~3;0~4;2~4;Unknown~Technology;INFP
22~25;Male;1;1~4;3~3;0~4;2~4;Unknown~Technology;ENFP
22~25;Male;1;1~4;3~3;0~4;2~4;Unknown~Technology;INFP
22~25;Male;1;1~4;3~3;0~4;2~4;Unknown~Technology;INFP
22~25;Male;1;1~4;3~3;0~4;2~4;Unknown~Technology;INFP
19~25;Male;1;0~1;4~5;0~1;2~4;Unknown~Technology;INFP
19~25;Male;1;0~1;4~5;0~1;2~4;Unknown~Technology;INFP
19~25;Male;1;0~1;4~5;0~1;2~4;Unknown~Technology;INFP
19~25;Male;1;0~1;4~5;0~1;2~4;Unknown~Technology;INFP
19~25;Male;1;0~1;4~5;0~1;2~4;Unknown~Technology;INFP
19~25;Male;1;0~1;4~5;0~1;2~4;Unknown~Technology;INFP
21~25;Male;1;1~3;3~4;0~3;2~4;Unknown~Technology;ENFP
21~25;Male;1;1~3;3~4;0~3;2~4;Unknown~Technology;INFP
21~25;Male;1;1~3;3~4;0~3;2~4;Unknown~Technology;INFP
21~25;Male;1;1~3;3~4;0~3;2~4;Unknown~Technology;INFP
21~25;Male;1;1~3;3~4;0~3;2~4;Unknown~Technology;INFP
21~25;Male;1;1~3;3~4;0~3;2~4;Unknown~Technology;INFP
21~25;Male;1;1~3;3~4;0~3;2~4;Unknown~Technology;INFP
20~25;Male;1;0~5;1~4;1~4;2~4;Others~Sports~Arts;INFP
20~25;Male;1;0~5;1~4;1~4;2~4;Others~Sports~Arts;INFP
20~25;Male;1;0~5;1~4;1~4;2~4;Others~Sports~Arts;ENFP
20~25;Male;1;0~5;1~4;1~4;2~4;Others~Sports~Arts;ENFP
20~25;Male;1;0~5;1~4;1~4;2~4;Others~Sports~Arts;INFP
20~25;Male;1;0~5;1~4;1~4;2~4;Others~Sports~Arts;INFP
20~25;Male;1;0~5;1~4;1~4;2~4;Others~Sports~Arts;INFP
20~25;Male;1;0~5;1~4;1~4;2~4;Others~Sports~Arts;INFP
20~25;Male;1;0~5;1~4;1~4;2~4;Others~Sports~Arts;INFP
20~25;Male;1;0~2;4~5;0~4;1~4;Others~Sports~Arts;INFP
20~25;Male;1;0~2;4~5;0~4;1~4;Others~Sports~Arts;INFP
20~25;Male;1;0~2;4~5;0~4;1~4;Others~Sports~Arts;INFP
20~25;Male;1;0~2;4~5;0~4;1~4;Others~Sports~Arts;INFP
20~25;Male;1;0~2;4~5;0~4;1~4;Others~Sports~Arts;INFP
20~25;Male;1;2~5;4~5;0~2;3~4;Others~Sports~Arts;INFP
20~25;Male;1;2~5;4~5;0~2;3~4;Others~Sports~Arts;INFP
20~25;Male;1;2~5;4~5;0~2;3~4;Others~Sports~Arts;INFP
20~25;Male;1;2~5;4~5;0~2;3~4;Others~Sports~Arts;ENFP
20~25;Male;1;2~5;4~5;0~2;3~4;Others~Sports~Arts;INFP
22~24;Male;1;0~2;2~4;0~4;5~7;Unknown;INFP
22~24;Male;1;0~2;2~4;0~4;5~7;Unknown;INFP
22~24;Male;1;0~2;2~4;0~4;5~7;Unknown;INFP
22~24;Male;1;0~2;2~4;0~4;5~7;Unknown;INFP
22~24;Male;1;0~2;2~4;0~4;5~7;Unknown;INFP
20~23;Male;1;4~4;3~4;1~4;5~6;Unknown;INFP
20~23;Male;1;4~4;3~4;1~4;5~6;Unknown;ENFP
20~23;Male;1;4~4;3~4;1~4;5~6;Unknown;INFP
20~23;Male;1;4~4;3~4;1~4;5~6;Unknown;INFP
20~23;Male;1;4~4;3~4;1~4;5~6;Unknown;ENFP
20~23;Male;1;4~4;3~4;1~4;5~6;Unknown;INFP
20~25;Male;1;0~0;4~5;0~4;4~6;Unknown;INFP
20~25;Male;1;0~0;4~5;0~4;4~6;Unknown;INFP
20~25;Male;1;0~0;4~5;0~4;4~6;Unknown;INFP
20~25;Male;1;0~0;4~5;0~4;4~6;Unknown;INFP
20~25;Male;1;0~0;4~5;0~4;4~6;Unknown;INFP
20~25;Male;1;2~5;4~4;0~4;4~6;Unknown;INFP
20~25;Male;1;2~5;4~4;0~4;4~6;Unknown;INFP
20~25;Male;1;2~5;4~4;0~4;4~6;Unknown;INFP
20~25;Male;1;2~5;4~4;0~4;4~6;Unknown;INFP
20~25;Male;1;2~5;4~4;0~4;4~6;Unknown;INFP
20~25;Male;1;2~5;4~4;0~4;4~6;Unknown;INFP
20~24;Male;1;0~5;2~4;0~4;4~6;Technology~Others;INFP
20~24;Male;1;0~5;2~4;0~4;4~6;Technology~Others;INFP
20~24;Male;1;0~5;2~4;0~4;4~6;Technology~Others;INFP
20~24;Male;1;0~5;2~4;0~4;4~6;Technology~Others;INFP
20~24;Male;1;0~5;2~4;0~4;4~6;Technology~Others;ENFP
20~24;Male;1;0~5;2~4;0~4;4~6;Technology~Others;INFP
20~24;Male;1;0~5;2~4;0~4;4~6;Technology~Others;INFP
19~25;Male;1;0~4;4~4;0~4;5~6;Technology~Others;INFP
19~25;Male;1;0~4;4~4;0~4;5~6;Technology~Others;INFP
19~25;Male;1;0~4;4~4;0~4;5~6;Technology~Others;INFP
19~25;Male;1;0~4;4~4;0~4;5~6;Technology~Others;INFP
19~25;Male;1;0~4;4~4;0~4;5~6;Technology~Others;ENFP
19~25;Male;1;0~4;4~4;0~4;5~6;Technology~Others;INFP
19~25;Male;1;0~4;4~4;0~4;5~6;Technology~Others;INFP
21~25;Male;1;0~4;1~4;0~3;4~7;Sports~Arts;INFP
21~25;Male;1;0~4;1~4;0~3;4~7;Sports~Arts;INFP
21~25;Male;1;0~4;1~4;0~3;4~7;Sports~Arts;INFP
21~25;Male;1;0~4;1~4;0~3;4~7;Sports~Arts;INFP
21~25;Male;1;0~4;1~4;0~3;4~7;Sports~Arts;INFP
21~25;Male;1;0~4;1~4;0~3;4~7;Sports~Arts;INFP
21~25;Male;1;0~4;1~4;0~3;4~7;Sports~Arts;INFP
21~25;Male;1;0~4;1~4;0~3;4~7;Sports~Arts;INFP
20~23;Male;1;0~5;2~4;5~7;0~4;Unknown~Technology~Others;INTP
20~23;Male;1;0~5;2~4;5~7;0~4;Unknown~Technology~Others;ENFP
20~23;Male;1;0~5;2~4;5~7;0~4;Unknown~Technology~Others;INFP
20~23;Male;1;0~5;2~4;5~7;0~4;Unknown~Technology~Others;INFP
20~23;Male;1;0~5;2~4;5~7;0~4;Unknown~Technology~Others;ENTP
20~23;Male;1;0~5;2~4;5~7;0~4;Unknown~Technology~Others;INTP
20~25;Male;1;0~2;0~3;7~9;0~4;Unknown~Technology~Others;INTP
20~25;Male;1;0~2;0~3;7~9;0~4;Unknown~Technology~Others;INTP
20~25;Male;1;0~2;0~3;7~9;0~4;Unknown~Technology~Others;INTP
20~25;Male;1;0~2;0~3;7~9;0~4;Unknown~Technology~Others;INTP
20~25;Male;1;0~2;0~3;7~9;0~4;Unknown~Technology~Others;INTP
20~25;Male;1;0~2;0~3;7~9;0~4;Unknown~Technology~Others;INTP
20~25;Male;1;0~2;0~3;7~9;0~4;Unknown~Technology~Others;INTP
20~25;Male;1;0~4;4~5;4~6;0~4;Unknown~Technology~Others;ENFP
20~25;Male;1;0~4;4~5;4~6;0~4;Unknown~Technology~Others;INFP
20~25;Male;1;0~4;4~5;4~6;0~4;Unknown~Technology~Others;INTP
20~25;Male;1;0~4;4~5;4~6;0~4;Unknown~Technology~Others;INFP
20~25;Male;1;0~4;4~5;4~6;0~4;Unknown~Technology~Others;INFP
20~25;Male;1;0~4;4~5;4~6;0~4;Unknown~Technology~Others;INFP
20~25;Male;1;0~4;4~4;6~9;2~4;Unknown~Technology~Others;INTP
20~25;Male;1;0~4;4~4;6~9;2~4;Unknown~Technology~Others;INTP
20~25;Male;1;0~4;4~4;6~9;2~4;Unknown~Technology~Others;INTP
20~25;Male;1;0~4;4~4;6~9;2~4;Unknown~Technology~Others;INTP
20~25;Male;1;0~4;4~4;6~9;2~4;Unknown~Technology~Others;ENTP
20~25;Male;1;0~4;4~4;6~9;2~4;Unknown~Technology~Others;INTP
20~25;Male;1;0~4;4~4;6~9;2~4;Unknown~Technology~Others;INTP
20~25;Male;1;0~5;2~4;5~9;2~4;Arts;ENTP
20~25;Male;1;0~5;2~4;5~9;2~4;Arts;INTP
20~25;Male;1;0~5;2~4;5~9;2~4;Arts;INTP
20~25;Male;1;0~5;2~4;5~9;2~4;Arts;INTP
20~25;Male;1;0~5;2~4;5~9;2~4;Arts;INTP
20~25;Male;1;0~5;2~4;5~9;2~4;Arts;INFP
20~25;Male;1;0~5;2~4;5~9;2~4;Arts;INTP
20~25;Male;1;0~5;2~4;5~9;2~4;Arts;INTP
20~25;Male;1;0~5;2~4;5~9;2~4;Arts;INTP
20~25;Male;1;0~4;4~5;4~9;1~4;Sports~Arts;INTP
20~25;Male;1;0~4;4~5;4~9;1~4;Sports~Arts;INTP
20~25;Male;1;0~4;4~5;4~9;1~4;Sports~Arts;ENTP
20~25;Male;1;0~4;4~5;4~9;1~4;Sports~Arts;INTP
20~25;Male;1;0~4;4~5;4~9;1~4;Sports~Arts;INFP
20~25;Male;1;0~4;4~5;4~9;1~4;Sports~Arts;INTP
20~25;Male;1;0~4;4~5;4~9;1~4;Sports~Arts;ENTP
20~25;Male;1;0~4;4~5;4~9;1~4;Sports~Arts;INTP
20~25;Male;1;0~4;4~5;4~9;1~4;Sports~Arts;INFP
22~23;Male;1;0~4;2~4;4~6;4~6;Unknown~Technology;INFP
22~23;Male;1;0~4;2~4;4~6;4~6;Unknown~Technology;INFP
22~23;Male;1;0~4;2~4;4~6;4~6;Unknown~Technology;INTP
22~23;Male;1;0~4;2~4;4~6;4~6;Unknown~Technology;INFP
22~23;Male;1;0~4;2~4;4~6;4~6;Unknown~Technology;INFP
19~25;Male;1;0~5;2~4;7~9;4~6;Unknown~Technology;INTP
19~25;Male;1;0~5;2~4;7~9;4~6;Unknown~Technology;INTP
19~25;Male;1;0~5;2~4;7~9;4~6;Unknown~Technology;INTP
19~25;Male;1;0~5;2~4;7~9;4~6;Unknown~Technology;ENTP
19~25;Male;1;0~5;2~4;7~9;4~6;Unknown~Technology;ENTP
19~25;Male;1;0~5;2~4;7~9;4~6;Unknown~Technology;ENTP
21~25;Male;1;1~4;4~5;5~7;5~5;Unknown~Technology;INTP
21~25;Male;1;1~4;4~5;5~7;5~5;Unknown~Technology;INTP
21~25;Male;1;1~4;4~5;5~7;5~5;Unknown~Technology;INFP
21~25;Male;1;1~4;4~5;5~7;5~5;Unknown~Technology;INFP
21~25;Male;1;1~4;4~5;5~7;5~5;Unknown~Technology;INFP
21~25;Male;1;1~4;4~5;5~7;5~5;Unknown~Technology;ENTP
21~25;Male;1;2~5;4~5;8~9;4~5;Unknown~Technology;INTP
21~25;Male;1;2~5;4~5;8~9;4~5;Unknown~Technology;INTP
21~25;Male;1;2~5;4~5;8~9;4~5;Unknown~Technology;ENTP
21~25;Male;1;2~5;4~5;8~9;4~5;Unknown~Technology;INTP
21~25;Male;1;2~5;4~5;8~9;4~5;Unknown~Technology;INTP
21~25;Male;1;2~5;4~5;8~9;4~5;Unknown~Technology;ENTP
20~25;Male;1;0~4;2~4;4~7;4~6;Others~Sports~Arts;INTP
20~25;Male;1;0~4;2~4;4~7;4~6;Others~Sports~Arts;INTP
20~25;Male;1;0~4;2~4;4~7;4~6;Others~Sports~Arts;INFP
20~25;Male;1;0~4;2~4;4~7;4~6;Others~Sports~Arts;INTP
20~25;Male;1;0~4;2~4;4~7;4~6;Others~Sports~Arts;INFP
20~25;Male;1;1~3;3~4;8~9;5~5;Others~Sports~Arts;INTP
20~25;Male;1;1~3;3~4;8~9;5~5;Others~Sports~Arts;INTP
20~25;Male;1;1~3;3~4;8~9;5~5;Others~Sports~Arts;INTP
20~25;Male;1;1~3;3~4;8~9;5~5;Others~Sports~Arts;INTP
20~25;Male;1;1~3;3~4;8~9;5~5;Others~Sports~Arts;INTP
20~24;Male;1;0~4;4~4;4~7;4~7;Others~Sports~Arts;INTP
20~24;Male;1;0~4;4~4;4~7;4~7;Others~Sports~Arts;INFP
20~24;Male;1;0~4;4~4;4~7;4~7;Others~Sports~Arts;INFP
20~24;Male;1;0~4;4~4;4~7;4~7;Others~Sports~Arts;INTP
20~24;Male;1;0~4;4~4;4~7;4~7;Others~Sports~Arts;ENTP
20~22;Male;1;1~3;4~5;7~9;4~6;Others~Sports~Arts;INTP
20~22;Male;1;1~3;4~5;7~9;4~6;Others~Sports~Arts;INTP
20~22;Male;1;1~3;4~5;7~9;4~6;Others~Sports~Arts;INTP
20~22;Male;1;1~3;4~5;7~9;4~6;Others~Sports~Arts;INTP
20~22;Male;1;1~3;4~5;7~9;4~6;Others~Sports~Arts;INTP
20~22;Male;1;1~3;4~5;7~9;4~6;Others~Sports~Arts;INTP
21~25;Male;1;0~1;5~6;0~1;0~4;Unknown;INFP
21~25;Male;1;0~1;5~6;0~1;0~4;Unknown;INFP
21~25;Male;1;0~1;5~6;0~1;0~4;Unknown;INFP
21~25;Male;1;0~1;5~6;0~1;0~4;Unknown;INFP
21~25;Male;1;0~1;5~6;0~1;0~4;Unknown;INFP
21~25;Male;1;0~1;5~6;2~4;3~4;Unknown;INFP
21~25;Male;1;0~1;5~6;2~4;3~4;Unknown;ISFP
21~25;Male;1;0~1;5~6;2~4;3~4;Unknown;INFP
21~25;Male;1;0~1;5~6;2~4;3~4;Unknown;ISFP
21~25;Male;1;0~1;5~6;2~4;3~4;Unknown;INFP
21~25;Male;1;0~1;5~6;2~4;3~4;Unknown;ISFP
20~23;Male;1;2~4;5~6;0~1;2~4;Unknown;INFP
20~23;Male;1;2~4;5~6;0~1;2~4;Unknown;INFP
20~23;Male;1;2~4;5~6;0~1;2~4;Unknown;INFP
20~23;Male;1;2~4;5~6;0~1;2~4;Unknown;INFP
20~23;Male;1;2~4;5~6;0~1;2~4;Unknown;INFP
21~25;Male;1;2~4;5~7;2~5;2~4;Unknown;INFP
21~25;Male;1;2~4;5~7;2~5;2~4;Unknown;ISFP
21~25;Male;1;2~4;5~7;2~5;2~4;Unknown;ISFP
21~25;Male;1;2~4;5~7;2~5;2~4;Unknown;ENFP
21~25;Male;1;2~4;5~7;2~5;2~4;Unknown;INFP
21~25;Male;1;2~4;5~7;2~5;2~4;Unknown;ISFP
20~24;Male;1;0~2;5~6;0~4;2~4;Technology~Others~Sports;INFP
20~24;Male;1;0~2;5~6;0~4;2~4;Technology~Others~Sports;INFP
20~24;Male;1;0~2;5~6;0~4;2~4;Technology~Others~Sports;INFP
20~24;Male;1;0~2;5~6;0~4;2~4;Technology~Others~Sports;INFP
20~24;Male;1;0~2;5~6;0~4;2~4;Technology~Others~Sports;INFP
20~24;Male;1;0~2;5~6;0~4;2~4;Technology~Others~Sports;INFP
21~25;Male;1;3~5;5~7;1~3;0~4;Technology~Others~Sports;ENFP
21~25;Male;1;3~5;5~7;1~3;0~4;Technology~Others~Sports;INFP
21~25;Male;1;3~5;5~7;1~3;0~4;Technology~Others~Sports;ESFP
21~25;Male;1;3~5;5~7;1~3;0~4;Technology~Others~Sports;INFP
21~25;Male;1;3~5;5~7;1~3;0~4;Technology~Others~Sports;INFP
21~25;Male;1;3~5;5~7;1~3;0~4;Technology~Others~Sports;INFP
21~24;Male;1;0~1;5~7;0~3;1~4;Arts;INFP
21~24;Male;1;0~1;5~7;0~3;1~4;Arts;INFP
21~24;Male;1;0~1;5~7;0~3;1~4;Arts;INFP
21~24;Male;1;0~1;5~7;0~3;1~4;Arts;INFP
21~24;Male;1;0~1;5~7;0~3;1~4;Arts;INFP
22~25;Male;1;2~5;5~6;0~4;0~3;Arts;ENFP
22~25;Male;1;2~5;5~6;0~4;0~3;Arts;INFP
22~25;Male;1;2~5;5~6;0~4;0~3;Arts;INFP
22~25;Male;1;2~5;5~6;0~4;0~3;Arts;ENFP
22~25;Male;1;2~5;5~6;0~4;0~3;Arts;ENFP
19~25;Male;1;1~3;5~7;0~1;4~6;Unknown~Technology;INFP
19~25;Male;1;1~3;5~7;0~1;4~6;Unknown~Technology;INFP
19~25;Male;1;1~3;5~7;0~1;4~6;Unknown~Technology;INFP
19~25;Male;1;1~3;5~7;0~1;4~6;Unknown~Technology;INFP
19~25;Male;1;1~3;5~7;0~1;4~6;Unknown~Technology;INFP
19~25;Male;1;1~3;5~7;0~1;4~6;Unknown~Technology;INFP
22~24;Male;1;0~3;5~6;1~3;5~6;Unknown~Technology;INFP
22~24;Male;1;0~3;5~6;1~3;5~6;Unknown~Technology;INFP
22~24;Male;1;0~3;5~6;1~3;5~6;Unknown~Technology;INFP
22~24;Male;1;0~3;5~6;1~3;5~6;Unknown~Technology;ISFP
22~24;Male;1;0~3;5~6;1~3;5~6;Unknown~Technology;INFP
22~24;Male;1;0~3;5~6;1~3;5~6;Unknown~Technology;INFP
20~25;Male;1;3~4;5~6;0~1;4~5;Unknown~Technology;ENFP
