Age;Gender;Degree;Branch;CGPA;Internships;Projects;Coding_Skills;Communication_Skills;Aptitude_Test_Score;Soft_Skills_Rating;Certifications;Backlogs;Placement_Status
18~19;Male;B.Tech~BCA~MCA;ECE~ME~Civil;4~6;0;1~3;1~4;4~5;35~60;7~9;0~1;3;Not Placed
18~19;Male;B.Tech~BCA~MCA;ECE~ME~Civil;4~6;0;1~3;1~4;4~5;35~60;7~9;0~1;3;Not Placed
18~19;Male;B.Tech~BCA~MCA;ECE~ME~Civil;4~6;0;1~3;1~4;4~5;35~60;7~9;0~1;3;Not Placed
18~19;Male;B.Tech~BCA~MCA;ECE~ME~Civil;4~6;0;1~3;1~4;4~5;35~60;7~9;0~1;3;Not Placed
18~19;Male;B.Tech~BCA~MCA;ECE~ME~Civil;4~6;0;1~3;1~4;4~5;35~60;7~9;0~1;3;Not Placed
18~19;Male;B.Tech~BCA~MCA;ECE~ME~Civil;4~6;0;1~3;1~4;4~5;35~60;7~9;0~1;3;Not Placed
18~19;Male;B.Tech~BCA~MCA;ECE~ME~Civil;4~6;0;1~3;1~4;4~5;35~60;7~9;0~1;3;Not Placed
20~21;Male;B.Tech~BCA;ME~Civil;5~6;0;2~3;2~4;4~5;35~60;7~8;0~1;3;Not Placed
20~21;Male;B.Tech~BCA;ME~Civil;5~6;0;2~3;2~4;4~5;35~60;7~8;0~1;3;Not Placed
20~21;Male;B.Tech~BCA;ME~Civil;5~6;0;2~3;2~4;4~5;35~60;7~8;0~1;3;Not Placed
20~21;Male;B.Tech~BCA;ME~Civil;5~6;0;2~3;2~4;4~5;35~60;7~8;0~1;3;Not Placed
20~21;Male;B.Tech~BCA;ME~Civil;5~6;0;2~3;2~4;4~5;35~60;7~8;0~1;3;Not Placed
20~21;Male;B.Tech~BCA;ME~Civil;5~6;0;2~3;2~4;4~5;35~60;7~8;0~1;3;Not Placed
20~21;Male;B.Tech~BCA;ME~Civil;5~6;0;2~3;2~4;4~5;35~60;7~8;0~1;3;Not Placed
20~21;Male;B.Tech~BCA;ME~Civil;5~6;0;2~3;2~4;4~5;35~60;7~8;0~1;3;Not Placed
18~20;Male;B.Tech~BCA~MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;39~59;7~8;0~1;3;Not Placed
18~20;Male;B.Tech~BCA~MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;39~59;7~8;0~1;3;Not Placed
18~20;Male;B.Tech~BCA~MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;39~59;7~8;0~1;3;Not Placed
18~20;Male;B.Tech~BCA~MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;39~59;7~8;0~1;3;Not Placed
18~20;Male;B.Tech~BCA~MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;39~59;7~8;0~1;3;Not Placed
18~20;Male;B.Tech~BCA~MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;39~59;7~8;0~1;3;Not Placed
18~20;Male;B.Tech~BCA~MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;39~59;7~8;0~1;3;Not Placed
18~20;Male;B.Tech~BCA~MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;39~59;7~8;0~1;3;Not Placed
18~20;Male;B.Tech~BCA~MCA;ECE~ME~Civil;4~6;0;2~3;1~4;6;39~59;7~8;0~1;3;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME;5~6;0;2~3;1~3;3~5;61~69;4~6;1;1;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME;5~6;0;2~3;1~3;3~5;61~69;4~6;1;1;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME;5~6;0;2~3;1~3;3~5;61~69;4~6;1;1;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME;5~6;0;2~3;1~3;3~5;61~69;4~6;1;1;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME;5~6;0;2~3;1~3;3~5;61~69;4~6;1;1;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME;5~6;0;2~3;1~3;3~5;61~69;4~6;1;1;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME;5~6;0;2~3;1~3;3~5;61~69;4~6;1;1;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME;5~6;0;2~3;1~3;3~5;61~69;4~6;1;1;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME;6~6;0;2~3;2~4;2~5;62~68;4~6;1;0~1;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME;6~6;0;2~3;2~4;2~5;62~68;4~6;1;0~1;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME;6~6;0;2~3;2~4;2~5;62~68;4~6;1;0~1;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME;6~6;0;2~3;2~4;2~5;62~68;4~6;1;0~1;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME;6~6;0;2~3;2~4;2~5;62~68;4~6;1;0~1;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME;6~6;0;2~3;2~4;2~5;62~68;4~6;1;0~1;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME;6~6;0;2~3;2~4;2~5;62~68;4~6;1;0~1;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME;6~6;0;2~3;2~4;2~5;62~68;4~6;1;0~1;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME;6~6;0;2~3;2~4;2~5;62~68;4~6;1;0~1;Not Placed
18~19;Male;B.Tech~BCA;Civil;5~6;0;3;3~4;2~5;63~66;4~6;1;0~1;Not Placed
18~19;Male;B.Tech~BCA;Civil;5~6;0;3;3~4;2~5;63~66;4~6;1;0~1;Not Placed
18~19;Male;B.Tech~BCA;Civil;5~6;0;3;3~4;2~5;63~66;4~6;1;0~1;Not Placed
18~19;Male;B.Tech~BCA;Civil;5~6;0;3;3~4;2~5;63~66;4~6;1;0~1;Not Placed
18~19;Male;B.Tech~BCA;Civil;5~6;0;3;3~4;2~5;63~66;4~6;1;0~1;Not Placed
18~19;Male;B.Tech~BCA;Civil;5~6;0;3;3~4;2~5;63~66;4~6;1;0~1;Not Placed
18~19;Male;B.Tech~BCA;Civil;5~6;0;3;3~4;2~5;63~66;4~6;1;0~1;Not Placed
18~19;Male;B.Tech~BCA;Civil;5~6;0;3;3~4;2~5;63~66;4~6;1;0~1;Not Placed
20~21;Male;B.Tech~BCA;ECE~ME;5~6;0;2~3;2~4;3~5;61~69;4~6;1;1;Not Placed
20~21;Male;B.Tech~BCA;ECE~ME;5~6;0;2~3;2~4;3~5;61~69;4~6;1;1;Not Placed
20~21;Male;B.Tech~BCA;ECE~ME;5~6;0;2~3;2~4;3~5;61~69;4~6;1;1;Not Placed
20~21;Male;B.Tech~BCA;ECE~ME;5~6;0;2~3;2~4;3~5;61~69;4~6;1;1;Not Placed
20~21;Male;B.Tech~BCA;ECE~ME;5~6;0;2~3;2~4;3~5;61~69;4~6;1;1;Not Placed
20~21;Male;B.Tech~BCA;ECE~ME;5~6;0;2~3;2~4;3~5;61~69;4~6;1;1;Not Placed
20~21;Male;B.Tech~BCA;ECE~ME;5~6;0;2~3;2~4;3~5;61~69;4~6;1;1;Not Placed
20~21;Male;B.Tech~BCA;ECE~ME;5~6;0;2~3;2~4;3~5;61~69;4~6;1;1;Not Placed
20~21;Male;B.Tech~BCA;ECE~ME;6~6;0;2~3;2~4;2~5;61~68;4~6;1;0~1;Not Placed
20~21;Male;B.Tech~BCA;ECE~ME;6~6;0;2~3;2~4;2~5;61~68;4~6;1;0~1;Not Placed
20~21;Male;B.Tech~BCA;ECE~ME;6~6;0;2~3;2~4;2~5;61~68;4~6;1;0~1;Not Placed
20~21;Male;B.Tech~BCA;ECE~ME;6~6;0;2~3;2~4;2~5;61~68;4~6;1;0~1;Not Placed
20~21;Male;B.Tech~BCA;ECE~ME;6~6;0;2~3;2~4;2~5;61~68;4~6;1;0~1;Not Placed
20~21;Male;B.Tech~BCA;ECE~ME;6~6;0;2~3;2~4;2~5;61~68;4~6;1;0~1;Not Placed
20~21;Male;B.Tech~BCA;ECE~ME;6~6;0;2~3;2~4;2~5;61~68;4~6;1;0~1;Not Placed
20~21;Male;B.Tech~BCA;Civil;5~6;0;2~3;2~4;2~5;61~69;3~6;1;1;Not Placed
20~21;Male;B.Tech~BCA;Civil;5~6;0;2~3;2~4;2~5;61~69;3~6;1;1;Not Placed
20~21;Male;B.Tech~BCA;Civil;5~6;0;2~3;2~4;2~5;61~69;3~6;1;1;Not Placed
20~21;Male;B.Tech~BCA;Civil;5~6;0;2~3;2~4;2~5;61~69;3~6;1;1;Not Placed
20~21;Male;B.Tech~BCA;Civil;5~6;0;2~3;2~4;2~5;61~69;3~6;1;1;Not Placed
20~21;Male;B.Tech~BCA;Civil;6~6;0;2~3;2~4;2~5;61~67;5~6;1;0~1;Not Placed
20~21;Male;B.Tech~BCA;Civil;6~6;0;2~3;2~4;2~5;61~67;5~6;1;0~1;Not Placed
20~21;Male;B.Tech~BCA;Civil;6~6;0;2~3;2~4;2~5;61~67;5~6;1;0~1;Not Placed
20~21;Male;B.Tech~BCA;Civil;6~6;0;2~3;2~4;2~5;61~67;5~6;1;0~1;Not Placed
20~21;Male;B.Tech~BCA;Civil;6~6;0;2~3;2~4;2~5;61~67;5~6;1;0~1;Not Placed
18~21;Male;B.Tech~BCA;ECE~ME;5~6;0;2~3;2~4;6;61~68;4~6;1;0~1;Not Placed
18~21;Male;B.Tech~BCA;ECE~ME;5~6;0;2~3;2~4;6;61~68;4~6;1;0~1;Not Placed
18~21;Male;B.Tech~BCA;ECE~ME;5~6;0;2~3;2~4;6;61~68;4~6;1;0~1;Not Placed
18~21;Male;B.Tech~BCA;ECE~ME;5~6;0;2~3;2~4;6;61~68;4~6;1;0~1;Not Placed
18~21;Male;B.Tech~BCA;ECE~ME;5~6;0;2~3;2~4;6;61~68;4~6;1;0~1;Not Placed
18~21;Male;B.Tech~BCA;ECE~ME;5~6;0;2~3;2~4;6;61~68;4~6;1;0~1;Not Placed
18~21;Male;B.Tech~BCA;ECE~ME;5~6;0;2~3;2~4;6;61~68;4~6;1;0~1;Not Placed
18~21;Male;B.Tech~BCA;ECE~ME;5~6;0;2~3;2~4;6;61~68;4~6;1;0~1;Not Placed
18~21;Male;B.Tech~BCA;ECE~ME;5~6;0;2~3;2~4;6;61~68;4~6;1;0~1;Not Placed
18~21;Male;B.Tech~BCA;Civil;6~6;0;2~3;1~4;6;62~68;4~6;1;0~1;Not Placed
18~21;Male;B.Tech~BCA;Civil;6~6;0;2~3;1~4;6;62~68;4~6;1;0~1;Not Placed
18~21;Male;B.Tech~BCA;Civil;6~6;0;2~3;1~4;6;62~68;4~6;1;0~1;Not Placed
18~21;Male;B.Tech~BCA;Civil;6~6;0;2~3;1~4;6;62~68;4~6;1;0~1;Not Placed
18~21;Male;B.Tech~BCA;Civil;6~6;0;2~3;1~4;6;62~68;4~6;1;0~1;Not Placed
18~21;Male;B.Tech~BCA;Civil;6~6;0;2~3;1~4;6;62~68;4~6;1;0~1;Not Placed
18~21;Male;B.Tech~BCA;Civil;6~6;0;2~3;1~4;6;62~68;4~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;2~4;3~5;71~74;3~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;2~4;3~5;71~74;3~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;2~4;3~5;71~74;3~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;2~4;3~5;71~74;3~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;2~4;3~5;71~74;3~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;2~4;3~5;71~74;3~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;2~4;3~5;71~74;3~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;2~4;3~5;71~74;3~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;ME~Civil;5~6;0;2~3;1~4;3~5;75~93;4~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;ME~Civil;5~6;0;2~3;1~4;3~5;75~93;4~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;ME~Civil;5~6;0;2~3;1~4;3~5;75~93;4~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;ME~Civil;5~6;0;2~3;1~4;3~5;75~93;4~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;ME~Civil;5~6;0;2~3;1~4;3~5;75~93;4~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;ME~Civil;5~6;0;2~3;1~4;3~5;75~93;4~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;ME~Civil;5~6;0;2~3;1~4;3~5;75~93;4~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;ME~Civil;5~6;0;2~3;1~4;3~5;75~93;4~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;ECE~ME;6~6;0;3;3~4;4~5;70~79;4~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;ECE~ME;6~6;0;3;3~4;4~5;70~79;4~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;ECE~ME;6~6;0;3;3~4;4~5;70~79;4~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;ECE~ME;6~6;0;3;3~4;4~5;70~79;4~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;ECE~ME;6~6;0;3;3~4;4~5;70~79;4~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;ECE~ME;6~6;0;3;3~4;4~5;70~79;4~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;ECE~ME;6~6;0;3;3~4;4~5;70~79;4~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;ECE~ME;6~6;0;3;3~4;4~5;70~79;4~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;Civil;6~6;0;2~3;2~4;3~5;70~86;3~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;Civil;6~6;0;2~3;2~4;3~5;70~86;3~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;Civil;6~6;0;2~3;2~4;3~5;70~86;3~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;Civil;6~6;0;2~3;2~4;3~5;70~86;3~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;Civil;6~6;0;2~3;2~4;3~5;70~86;3~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;Civil;6~6;0;2~3;2~4;3~5;70~86;3~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;Civil;6~6;0;2~3;2~4;3~5;70~86;3~6;1;0~1;Not Placed
18~20;Male;B.Tech~BCA;Civil;6~6;0;2~3;2~4;3~5;70~86;3~6;1;0~1;Not Placed
21;Male;B.Tech~BCA;ECE~ME;5~6;0;3;3~4;3~5;70~79;3~6;1;0~1;Not Placed
21;Male;B.Tech~BCA;ECE~ME;5~6;0;3;3~4;3~5;70~79;3~6;1;0~1;Not Placed
21;Male;B.Tech~BCA;ECE~ME;5~6;0;3;3~4;3~5;70~79;3~6;1;0~1;Not Placed
21;Male;B.Tech~BCA;ECE~ME;5~6;0;3;3~4;3~5;70~79;3~6;1;0~1;Not Placed
21;Male;B.Tech~BCA;ECE~ME;5~6;0;3;3~4;3~5;70~79;3~6;1;0~1;Not Placed
21;Male;B.Tech~BCA;ECE~ME;5~6;0;3;3~4;3~5;70~79;3~6;1;0~1;Not Placed
21;Male;B.Tech~BCA;ECE~ME;5~6;0;3;3~4;3~5;70~79;3~6;1;0~1;Not Placed
21;Male;B.Tech~BCA;ECE~ME;5~6;0;3;3~4;3~5;70~79;3~6;1;0~1;Not Placed
21;Male;B.Tech~BCA;Civil;6~6;0;2~3;2~4;3~5;70~80;4~6;1;0~1;Not Placed
21;Male;B.Tech~BCA;Civil;6~6;0;2~3;2~4;3~5;70~80;4~6;1;0~1;Not Placed
21;Male;B.Tech~BCA;Civil;6~6;0;2~3;2~4;3~5;70~80;4~6;1;0~1;Not Placed
21;Male;B.Tech~BCA;Civil;6~6;0;2~3;2~4;3~5;70~80;4~6;1;0~1;Not Placed
21;Male;B.Tech~BCA;Civil;6~6;0;2~3;2~4;3~5;70~80;4~6;1;0~1;Not Placed
18~19;Male;B.Tech~BCA;ME~Civil;6~6;0;3;3~4;6;70~79;4~6;1;0~1;Not Placed
18~19;Male;B.Tech~BCA;ME~Civil;6~6;0;3;3~4;6;70~79;4~6;1;0~1;Not Placed
18~19;Male;B.Tech~BCA;ME~Civil;6~6;0;3;3~4;6;70~79;4~6;1;0~1;Not Placed
18~19;Male;B.Tech~BCA;ME~Civil;6~6;0;3;3~4;6;70~79;4~6;1;0~1;Not Placed
18~19;Male;B.Tech~BCA;ME~Civil;6~6;0;3;3~4;6;70~79;4~6;1;0~1;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME;6~6;0;2~3;1~4;6;70~89;3~5;1;0;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME;6~6;0;2~3;1~4;6;70~89;3~5;1;0;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME;6~6;0;2~3;1~4;6;70~89;3~5;1;0;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME;6~6;0;2~3;1~4;6;70~89;3~5;1;0;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME;6~6;0;2~3;1~4;6;70~89;3~5;1;0;Not Placed
20~21;Male;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;6;70~77;3~6;1;0~1;Not Placed
20~21;Male;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;6;70~77;3~6;1;0~1;Not Placed
20~21;Male;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;6;70~77;3~6;1;0~1;Not Placed
20~21;Male;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;6;70~77;3~6;1;0~1;Not Placed
20~21;Male;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;6;70~77;3~6;1;0~1;Not Placed
20~21;Male;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;6;70~77;3~6;1;0~1;Not Placed
20~21;Male;B.Tech~BCA;ECE~ME~Civil;5~6;0;2~3;1~4;6;70~77;3~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME;6~6;0;2~3;2~4;3~5;64~69;3~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME;6~6;0;2~3;2~4;3~5;64~69;3~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME;6~6;0;2~3;2~4;3~5;64~69;3~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME;6~6;0;2~3;2~4;3~5;64~69;3~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME;6~6;0;2~3;2~4;3~5;64~69;3~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME;6~6;0;2~3;2~4;3~5;64~69;3~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME;6~6;0;2~3;2~4;3~5;64~69;3~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME;6~6;0;2~3;2~4;3~5;64~69;3~6;1;0~1;Not Placed
18~19;Male;MCA;Civil;5~6;0;2~3;1~4;2~5;61~65;5~6;1;0~1;Not Placed
18~19;Male;MCA;Civil;5~6;0;2~3;1~4;2~5;61~65;5~6;1;0~1;Not Placed
18~19;Male;MCA;Civil;5~6;0;2~3;1~4;2~5;61~65;5~6;1;0~1;Not Placed
18~19;Male;MCA;Civil;5~6;0;2~3;1~4;2~5;61~65;5~6;1;0~1;Not Placed
18~19;Male;MCA;Civil;5~6;0;2~3;1~4;2~5;61~65;5~6;1;0~1;Not Placed
18~19;Male;MCA;Civil;5~6;0;2~3;1~4;2~5;61~65;5~6;1;0~1;Not Placed
20~21;Male;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;2~5;61~68;4~6;1;0~1;Not Placed
20~21;Male;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;2~5;61~68;4~6;1;0~1;Not Placed
20~21;Male;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;2~5;61~68;4~6;1;0~1;Not Placed
20~21;Male;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;2~5;61~68;4~6;1;0~1;Not Placed
20~21;Male;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;2~5;61~68;4~6;1;0~1;Not Placed
20~21;Male;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;2~5;61~68;4~6;1;0~1;Not Placed
20~21;Male;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;2~5;61~68;4~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME~Civil;5~6;0;2~3;3~4;6;63~68;3~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME~Civil;5~6;0;2~3;3~4;6;63~68;3~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME~Civil;5~6;0;2~3;3~4;6;63~68;3~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME~Civil;5~6;0;2~3;3~4;6;63~68;3~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME~Civil;5~6;0;2~3;3~4;6;63~68;3~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME~Civil;5~6;0;2~3;3~4;6;63~68;3~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME~Civil;5~6;0;2~3;3~4;6;63~68;3~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME~Civil;5~6;0;2~3;3~4;6;63~68;3~6;1;0~1;Not Placed
20~21;Male;MCA;ME;6~6;0;2~3;2~3;6;61~69;3~6;1;0~1;Not Placed
20~21;Male;MCA;ME;6~6;0;2~3;2~3;6;61~69;3~6;1;0~1;Not Placed
20~21;Male;MCA;ME;6~6;0;2~3;2~3;6;61~69;3~6;1;0~1;Not Placed
20~21;Male;MCA;ME;6~6;0;2~3;2~3;6;61~69;3~6;1;0~1;Not Placed
20~21;Male;MCA;ME;6~6;0;2~3;2~3;6;61~69;3~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME;5~6;0;2~3;2~4;3~5;70~75;5~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME;5~6;0;2~3;2~4;3~5;70~75;5~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME;5~6;0;2~3;2~4;3~5;70~75;5~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME;5~6;0;2~3;2~4;3~5;70~75;5~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME;5~6;0;2~3;2~4;3~5;70~75;5~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME;6~6;0;2~3;2~4;3~5;70~83;4~5;1;0;Not Placed
18~19;Male;MCA;ECE~ME;6~6;0;2~3;2~4;3~5;70~83;4~5;1;0;Not Placed
18~19;Male;MCA;ECE~ME;6~6;0;2~3;2~4;3~5;70~83;4~5;1;0;Not Placed
18~19;Male;MCA;ECE~ME;6~6;0;2~3;2~4;3~5;70~83;4~5;1;0;Not Placed
18~19;Male;MCA;ECE~ME;6~6;0;2~3;2~4;3~5;70~83;4~5;1;0;Not Placed
18~19;Male;MCA;Civil;6~6;0;2~3;2~4;4~5;70~76;3~6;1;0;Not Placed
18~19;Male;MCA;Civil;6~6;0;2~3;2~4;4~5;70~76;3~6;1;0;Not Placed
18~19;Male;MCA;Civil;6~6;0;2~3;2~4;4~5;70~76;3~6;1;0;Not Placed
18~19;Male;MCA;Civil;6~6;0;2~3;2~4;4~5;70~76;3~6;1;0;Not Placed
18~19;Male;MCA;Civil;6~6;0;2~3;2~4;4~5;70~76;3~6;1;0;Not Placed
20~21;Male;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~5;71~79;4~6;1;0~1;Not Placed
20~21;Male;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~5;71~79;4~6;1;0~1;Not Placed
20~21;Male;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~5;71~79;4~6;1;0~1;Not Placed
20~21;Male;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~5;71~79;4~6;1;0~1;Not Placed
20~21;Male;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~5;71~79;4~6;1;0~1;Not Placed
20~21;Male;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~5;71~79;4~6;1;0~1;Not Placed
20~21;Male;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~5;71~79;4~6;1;0~1;Not Placed
20~21;Male;MCA;ECE~ME~Civil;5~6;0;2~3;1~4;3~5;71~79;4~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME~Civil;6~6;0;2~3;1~4;6;71~81;4~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME~Civil;6~6;0;2~3;1~4;6;71~81;4~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME~Civil;6~6;0;2~3;1~4;6;71~81;4~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME~Civil;6~6;0;2~3;1~4;6;71~81;4~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME~Civil;6~6;0;2~3;1~4;6;71~81;4~6;1;0~1;Not Placed
18~19;Male;MCA;ECE~ME~Civil;6~6;0;2~3;1~4;6;71~81;4~6;1;0~1;Not Placed
20~21;Male;MCA;ECE~ME~Civil;6~6;0;2~3;2~4;6;71~83;4~6;1;0~1;Not Placed
20~21;Male;MCA;ECE~ME~Civil;6~6;0;2~3;2~4;6;71~83;4~6;1;0~1;Not Placed
20~21;Male;MCA;ECE~ME~Civil;6~6;0;2~3;2~4;6;71~83;4~6;1;0~1;Not Placed
20~21;Male;MCA;ECE~ME~Civil;6~6;0;2~3;2~4;6;71~83;4~6;1;0~1;Not Placed
20~21;Male;MCA;ECE~ME~Civil;6~6;0;2~3;2~4;6;71~83;4~6;1;0~1;Not Placed
20~21;Male;MCA;ECE~ME~Civil;6~6;0;2~3;2~4;6;71~83;4~6;1;0~1;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME~Civil;4~5;0;2~3;3~4;3~5;61~66;4~6;1;2~3;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME~Civil;4~5;0;2~3;3~4;3~5;61~66;4~6;1;2~3;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME~Civil;4~5;0;2~3;3~4;3~5;61~66;4~6;1;2~3;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME~Civil;4~5;0;2~3;3~4;3~5;61~66;4~6;1;2~3;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME~Civil;4~5;0;2~3;3~4;3~5;61~66;4~6;1;2~3;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME~Civil;4~5;0;2~3;3~4;3~5;61~66;4~6;1;2~3;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME~Civil;4~5;0;2~3;3~4;3~5;61~66;4~6;1;2~3;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME~Civil;4~5;0;2~3;3~4;3~5;61~66;4~6;1;2~3;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME~Civil;6~6;0;2~3;1~4;2~5;62~67;5~6;1;2~3;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME~Civil;6~6;0;2~3;1~4;2~5;62~67;5~6;1;2~3;Not Placed
18~19;Male;B.Tech~BCA;ECE~ME~Civil;6~6;0;2~3;1~4;2~5;62~67;5~6;1;2~3;Not Placed
