Age,Education,Introversion Score,Sensing Score,Thinking Score,Judging Score,Gender_Female,Gender_Male,Interest_Arts,Interest_Others,Interest_Sports,Interest_Technology,Interest_Unknown,Personality
28.0,1,0.87548,6.255458351886842,3.38714,4.531224109809296,0,1,1,0,0,0,0,ISFP
29.0,0,0.78683,6.103065757033452,5.64808,4.230394644508562,1,0,0,0,0,0,1,ISTP
22.0,1,9.79218,6.79560185065658,2.51037,5.785570436008558,0,1,1,0,0,0,0,ENFP
23.0,1,2.47945,5.2560029490948,2.19627,6.000720339643888,0,1,0,0,0,0,1,INFP
25.0,0,8.58924,5.437613775623793,8.62117,5.511022504171233,1,0,0,1,0,0,0,ENTP
38.0,1,3.81296,5.417503374996526,2.11887,4.928288402227291,1,0,0,0,0,0,1,ENFP
34.0,0,9.05078,5.883917721639391,8.51118,4.035184934400466,0,1,1,0,0,0,0,ENTP
28.0,0,4.18471,5.613306331234733,3.28793,4.999167412791406,0,1,0,0,0,0,1,ENFP
31.0,0,2.11463,4.534827479441128,5.73239,6.117117373981526,1,0,1,0,0,0,0,INTJ
23.0,0,8.02195,4.650870950933595,7.07118,4.655911115235389,1,0,0,0,0,0,1,ENTP
26.0,0,3.20848,4.601557226825041,3.23741,5.029807855675789,0,1,0,0,0,0,1,INFP
22.0,0,3.0916,4.228150273049593,7.43498,3.912877434166385,0,1,1,0,0,0,0,INTP
25.0,1,6.63232,2.548578267552901,5.14976,5.356831186307596,1,0,0,0,0,0,1,ENFP
33.0,0,1.99956,3.539928882003995,7.90487,4.252120996645668,0,1,0,0,1,0,0,INTP
26.0,1,4.14614,5.345545826124793,1.40943,6.587806542522882,0,1,0,0,0,1,0,ENFP
24.0,1,7.04151,3.793993674466455,7.81582,3.820177450072346,1,0,0,0,1,0,0,ENTP
21.0,0,1.94809,5.426942109305196,8.79372,3.9885850011215975,0,1,1,0,0,0,0,INTP
32.0,1,5.15089,5.520913248320833,8.5295,5.908556908451474,0,1,1,0,0,0,0,ENTP
21.0,0,4.98255,4.182821473778885,2.878,5.425050525686649,0,1,1,0,0,0,0,ENFP
22.0,1,5.84621,4.839779380249163,3.78334,4.128917792897215,0,1,0,1,0,0,0,ENFP
26.0,1,8.37332,5.752289007027093,7.1453,4.498641692401845,1,0,0,1,0,0,0,ENTP
29.0,1,3.07123,4.561133354474276,9.93499,3.6215694239975407,0,1,1,0,0,0,0,INTP
24.0,0,3.55546,5.168008767547045,7.71931,4.209046111878256,1,0,1,0,0,0,0,INTP
21.0,1,1.52513,4.493061255116366,0.13284,6.224680112079507,0,1,0,0,0,0,1,INFP
25.0,0,8.49596,7.278162151565717,4.607,5.919348507996512,0,1,0,0,0,0,1,ESFP
37.0,0,2.96107,4.348259530742588,7.02937,2.743836891402778,0,1,0,0,1,0,0,INTP
26.0,0,5.75992,5.1751772196628965,8.53638,3.13399858662694,1,0,0,0,0,0,1,ENTP
32.0,0,1.12939,4.107484961744445,8.88685,3.991994760233907,1,0,0,1,0,0,0,INTP
24.0,1,5.75655,4.717278789334997,7.22605,5.186472435791793,0,1,0,0,0,1,0,ENTP
33.0,1,1.01244,5.521713928640684,1.49753,2.5747038482106914,0,1,1,0,0,0,0,INFP
25.0,0,7.47534,4.661054020460606,3.53936,2.804726700887424,1,0,0,0,0,1,0,ENFP
29.0,0,2.49549,5.152261506475805,3.53631,5.726906987343147,0,1,0,0,0,0,1,INFP
19.0,1,2.45194,5.067559415955623,7.87179,5.273413322019227,0,1,0,0,1,0,0,INTP
23.0,0,7.3978,5.389320666809693,1.44723,3.5030687219725385,0,1,1,0,0,0,0,ENFP
30.0,1,5.9995,4.055044735900102,7.77243,5.501667649092535,0,1,0,0,0,1,0,ENTP
35.0,0,2.81996,7.610260262332097,4.01241,4.985546560660132,1,0,0,0,0,0,1,ESFP
32.0,1,1.55129,6.565485310474836,6.92987,4.710393106224608,1,0,0,0,0,0,1,ISTP
27.0,0,5.43704,5.20233608624381,2.02095,5.629234516481554,0,1,0,1,0,0,0,INFP
28.0,0,7.33683,6.367984058523958,0.85489,5.408172508833016,0,1,0,0,0,1,0,ESFP
21.0,1,5.1698,4.411864418544687,9.58797,5.714142002490444,0,1,1,0,0,0,0,INTP
20.0,0,9.15512,6.695528445667623,2.2975,5.011387060038795,0,1,0,0,0,1,0,ENFP
27.0,0,5.79467,5.987540404023165,7.54017,4.918458656130278,1,0,0,0,0,1,0,ENTP
23.0,0,5.45908,3.3224199792903,6.18411,0.655494970639193,1,0,1,0,0,0,0,ENTP
23.0,0,5.7357,6.112535201687254,7.14775,3.345464449599369,1,0,1,0,0,0,0,ENTP
24.0,0,7.68371,3.803995276247519,9.1525,3.9938449933809927,0,1,0,0,0,0,1,ENTP
28.0,1,2.2699,4.661131960910487,2.6857,4.165282416807683,1,0,0,1,0,0,0,INFP
25.0,1,1.97511,6.40248007642501,9.82813,5.718038262961815,1,0,0,0,1,0,0,ISTP
31.0,0,1.6948,4.758704782736103,4.13342,2.204354641623763,1,0,1,0,0,0,0,INFP
25.0,0,1.03648,4.915153953813757,2.22743,4.916454101554347,0,1,0,0,0,0,1,INFP
27.0,0,5.42423,6.188521838839601,8.23589,5.522827160267864,1,0,0,1,0,0,0,ESTP
24.0,1,1.68031,4.821907820758135,9.33516,2.4956938176192707,1,0,0,1,0,0,0,INTP
24.0,1,1.92119,4.6626096204444565,6.90204,5.390026236020666,0,1,1,0,0,0,0,INTP
30.0,1,8.2557,3.507287955580748,3.23254,4.421273723389136,1,0,0,0,0,0,1,ENFP
21.0,0,4.42767,6.625784096354251,6.98613,3.649114828418692,1,0,1,0,0,0,0,INTP
25.0,0,5.99145,4.338117820685611,0.13782,4.307402834015717,1,0,0,1,0,0,0,ENFP
21.0,1,5.1977,5.945464986333855,6.52095,3.977023098677034,0,1,0,1,0,0,0,ENTP
31.0,0,9.35066,7.1757943247992575,5.86483,4.56237444777229,1,0,1,0,0,0,0,ESTP
23.0,0,1.45209,5.238471308258728,1.6749,3.418717359677188,0,1,0,0,0,0,1,INFP
27.0,1,0.20453,7.495991996926305,4.6671,6.553908001347928,0,1,0,0,0,0,1,ISFP
26.0,0,1.9328,2.5677612907658904,1.11674,4.79779554451915,1,0,0,0,1,0,0,INFP
31.0,1,4.87371,5.184791266924957,5.00189,5.476638749514864,0,1,0,0,0,0,1,INFP
25.0,0,4.08072,5.352523403668112,9.80656,5.334304801100229,1,0,0,0,0,0,1,INTP
30.0,1,1.33128,4.990054210342896,4.90156,3.912431155846029,1,0,0,0,0,1,0,INFP
28.0,1,7.18291,5.984941928011113,1.77353,6.767035382108543,1,0,0,0,0,1,0,ENFP
26.0,1,6.07799,3.789939519283576,2.8127,6.1900147075287135,0,1,0,0,0,1,0,ENFP
26.0,1,6.1044,4.008852718271348,8.83682,5.00625037774504,1,0,0,0,0,0,1,ENTP
28.0,0,2.14449,6.224624085168472,7.30002,6.124316474082937,1,0,0,1,0,0,0,ISTJ
30.0,1,2.42518,7.10458056795231,7.37599,6.427412139448739,0,1,0,0,0,0,1,ISTP
38.0,0,8.32772,3.477570469948864,2.78035,5.4580788083841725,1,0,0,1,0,0,0,ENFP
28.0,1,3.87588,5.518967421770906,6.94349,3.274431601294716,1,0,0,0,0,0,1,INTP
34.0,0,7.06543,4.841441287931504,3.05772,6.255993489064483,0,1,0,0,1,0,0,ENFJ
25.0,0,9.25788,3.842105899889116,7.46855,5.758104628013746,1,0,1,0,0,0,0,ENTP
26.0,0,8.66001,5.117786474703093,2.43337,5.275984700860512,1,0,0,0,0,1,0,ENFP
32.0,1,9.11706,6.191594740889975,1.78672,4.129609861541994,1,0,0,0,0,0,1,ESFP
25.0,1,2.2646,3.4021962219220265,3.89691,6.793730494164722,1,0,0,1,0,0,0,INFP
30.0,0,0.00851,6.49022133842226,5.81732,4.923170564268086,1,0,0,0,0,0,1,ISTP
31.0,1,8.23276,5.863909280805423,2.75538,2.936524565361208,0,1,0,0,0,0,1,ENFP
23.0,1,1.72734,5.10440687094812,1.85632,2.9111318766887235,0,1,0,0,1,0,0,INFP
37.0,1,3.61208,6.988923813025488,3.15859,5.393950596935476,0,1,1,0,0,0,0,ESFP
24.0,0,6.79526,4.7279631328382346,7.1384,3.428105017637497,0,1,0,0,0,1,0,ENTP
24.0,1,0.74885,6.06393812606288,6.04548,0.8418210628600455,1,0,0,0,0,0,1,INTP
24.0,0,1.5156,7.516336923267158,4.4264,3.103812272337179,0,1,0,0,0,0,1,INFP
32.0,0,1.88438,4.238951259859675,6.74965,5.869848590891506,1,0,0,1,0,0,0,INTP
26.0,0,0.57702,4.510602675769017,8.81658,3.71231710443652,1,0,0,0,0,0,1,INTP
28.0,0,8.34804,4.418108173731898,7.24346,5.473233560876962,0,1,0,0,0,0,1,ENTP
26.0,1,7.97891,4.852159544713504,4.57896,5.16287312768476,0,1,0,0,0,0,1,ENFP
22.0,0,6.22477,5.098521632864136,3.30873,5.397514861463989,0,1,0,0,0,1,0,ENFP
36.0,0,6.4921,4.696058517361971,1.04485,3.582011101012947,1,0,0,0,0,0,1,ENFP
35.0,0,9.16228,4.1691793206684284,6.39156,5.296617772802212,0,1,0,0,0,0,1,ENFP
38.0,0,1.2162,5.228178308510762,7.18492,3.2863130880351044,1,0,1,0,0,0,0,INTP
23.0,0,1.65589,4.571246894960643,6.13132,3.671309978137874,0,1,1,0,0,0,0,INTP
21.0,1,6.79238,5.208546475385412,2.32653,5.451768122735339,0,1,0,0,0,0,1,ENFP
32.0,1,3.93689,7.13678939392785,4.93474,5.6861459849743055,1,0,1,0,0,0,0,ESTP
43.0,1,1.8795,4.203761041949429,6.12799,5.284540323683485,1,0,0,0,0,1,0,INTP
29.0,1,7.56426,5.605923099523922,4.65062,5.948573934665533,0,1,0,0,0,0,1,ENFP
33.0,0,1.75572,5.214559041167823,6.76788,4.662277946865556,0,1,1,0,0,0,0,INTP
25.0,0,6.04462,4.182772514729867,0.56877,6.842785058170142,1,0,0,0,1,0,0,ENFJ
38.0,0,0.06521,4.303388755037115,3.50157,6.6672847121174375,1,0,0,1,0,0,0,INFJ
26.0,0,4.51488,4.9859987466236975,3.64005,4.145254894237071,1,0,0,0,0,0,1,ENFP
20.0,1,5.8729,0.6348078763891154,6.49494,4.89163338127136,0,1,0,0,0,0,1,ENFP
20.0,0,5.28311,4.6390366690694655,7.61065,4.084068441033498,1,0,0,0,1,0,0,ENTP
24.0,1,8.08311,5.42348349546134,6.52775,3.4837761658147537,0,1,0,1,0,0,0,ENTP
24.0,1,1.26582,6.20109675811212,4.70406,4.499448535512336,0,1,1,0,0,0,0,ISFP
24.0,0,9.83691,3.2893113419277014,3.29127,5.108486350110079,0,1,1,0,0,0,0,ENFP
21.0,1,7.19142,5.811034848193261,4.38377,5.058089320616401,0,1,0,0,0,1,0,ENFP
23.0,1,3.2555,5.602016319391859,9.84692,3.424761910304686,1,0,0,0,0,0,1,ENTP
27.0,0,7.63882,5.5607150038252895,5.69001,3.0514057300563198,1,0,0,0,1,0,0,ENTP
24.0,0,5.97247,4.758946338964869,3.71866,5.661231549075996,0,1,0,0,0,1,0,ENFP
23.0,1,0.88437,4.23579480662847,0.03219,3.454026076140605,0,1,0,1,0,0,0,INFP
29.0,1,3.55081,4.824428325177465,2.22665,4.825753473420944,1,0,0,0,0,0,1,ENFP
21.0,1,3.23093,4.4589229787247895,1.95975,4.55130706974802,0,1,0,1,0,0,0,INFP
24.0,1,0.3736,7.3431490455663555,6.27692,4.707262197787976,1,0,0,0,0,0,1,ISTP
20.0,1,2.30858,5.509021283819159,7.56027,4.971937711414548,1,0,0,1,0,0,0,INTP
29.0,1,1.20125,4.630344920154141,9.90951,5.178108969197402,0,1,0,0,0,0,1,INTP
28.0,0,2.26782,7.162070912412752,5.9849,4.47638869637713,0,1,0,0,0,1,0,ISFP
20.0,1,5.111,4.353532977242683,3.48014,6.476764524781119,0,1,0,1,0,0,0,INFP
20.0,1,8.04756,6.28034110404225,8.10197,5.666299669095017,1,0,0,0,0,0,1,ENTP
27.0,0,5.87451,4.201048311694155,1.76869,6.197265915021451,0,1,0,0,0,0,1,ENFJ
21.0,1,9.63791,5.715871290065028,9.38883,7.020810307020976,0,1,0,0,0,1,0,ENTP
34.0,1,0.35014,4.755921209191756,5.51971,5.306717272937298,0,1,0,1,0,0,0,INFP
22.0,0,7.00917,4.288918259859412,6.17964,4.607574513997946,0,1,0,0,0,0,1,ENFP
22.0,0,9.81903,4.824603083855114,7.31951,4.867939903372635,0,1,0,0,0,0,1,ENTP
32.0,0,7.4073,6.964298257906173,2.48738,4.460628415538881,0,1,0,0,0,0,1,ESFP
21.0,1,9.88037,3.4325110691632643,3.97645,4.882164497583254,0,1,0,1,0,0,0,ENFP
29.0,0,6.76227,4.608244686665654,0.47148,4.888256776188985,1,0,1,0,0,0,0,ENFP
20.0,1,5.41115,4.896511259180559,2.42545,5.080277767930837,0,1,0,0,0,0,1,INFP
30.0,0,1.72057,0.6645103411517708,7.15128,6.15648309508686,0,1,1,0,0,0,0,INTJ
32.0,1,1.09881,5.998999777944752,7.99332,2.3217834183554444,1,0,0,0,0,1,0,INTP
27.0,0,1.36273,5.602011014114805,3.25726,4.864154006694252,0,1,0,0,1,0,0,INFP
47.0,1,9.1665,5.327485967837538,3.21435,3.949049674531091,0,1,0,0,0,0,1,ENFP
22.0,0,8.6306,4.671895482775508,1.48323,3.9664749955125354,0,1,0,1,0,0,0,ENFP
28.0,1,5.13129,6.166390699300167,4.96399,4.643219473968236,1,0,1,0,0,0,0,ESTP
23.0,1,7.56478,5.204094916295853,5.56107,2.4685207603734693,0,1,0,0,0,0,1,ENFP
29.0,0,7.43815,6.685266374882721,9.92582,5.594192728811014,0,1,0,0,0,1,0,ESTP
26.0,1,3.1302,5.697914574531052,8.83341,4.738104908418185,0,1,0,0,0,0,1,INTP
34.0,0,4.08453,4.754718945231977,1.51816,6.021901872048035,1,0,0,1,0,0,0,ENFJ
28.0,0,4.49204,6.686002507599289,7.07152,3.17546536611258,1,0,0,0,0,1,0,ESTP
44.0,1,4.45391,6.036396735517943,4.1976,3.4117230390086912,1,0,0,0,0,0,1,INFP
28.0,1,1.89374,4.39323843405465,6.31267,4.621377463925248,1,0,0,0,0,0,1,INTP
23.0,1,2.4096,5.455825800972085,1.52203,7.107274077175997,0,1,0,1,0,0,0,INFP
23.0,0,4.43848,5.275858550131146,5.65251,1.0569027698342497,0,1,0,0,0,0,1,INFP
35.0,0,9.82389,3.9771216196059,0.70591,4.352179352426215,1,0,0,0,0,0,1,ENFP
22.0,1,9.44637,5.301764326529861,4.82527,4.918657865172219,0,1,0,0,1,0,0,ENFP
22.0,1,0.30994,2.60823855724108,6.22358,3.639558013853633,0,1,0,0,0,1,0,INFP
31.0,0,7.65404,5.25954505022061,0.31243,3.190444322470365,1,0,1,0,0,0,0,ENFP
26.0,0,0.67705,6.785733932248988,6.18027,6.416775995130194,0,1,0,0,1,0,0,INFJ
32.0,0,3.40543,5.439859567329284,4.71456,2.6807539419517377,1,0,1,0,0,0,0,INTP
28.0,0,4.11669,5.425748934111839,8.23396,1.8043558311922148,0,1,0,0,0,0,1,INTP
28.0,1,5.8255,4.244129922393036,4.93907,2.3282045124267263,1,0,1,0,0,0,0,ENTP
25.0,1,6.02595,4.751391183250322,1.57634,2.088494481048972,0,1,1,0,0,0,0,ENFP
24.0,1,5.18219,5.363422675614375,9.85605,4.509404284967525,0,1,0,0,0,0,1,INTP
28.0,0,5.79591,2.765621093578047,8.79016,6.240254509180842,0,1,0,0,0,0,1,ENTJ
28.0,0,3.91033,5.157202013258543,5.64757,2.339629261762276,0,1,0,0,0,0,1,INFP
26.0,0,6.40486,6.658190536452114,2.95877,1.4232556025390464,0,1,0,0,0,0,1,ESFP
21.0,1,7.19933,6.023903090797155,9.42463,5.471429038263767,1,0,1,0,0,0,0,ENTP
27.0,0,3.95792,3.202165976730062,0.80953,4.811841627469263,1,0,0,0,0,1,0,INFP
26.0,0,3.72701,4.528961224481565,0.41842,4.778902719074884,0,1,0,0,0,1,0,INFP
22.0,0,8.11233,4.234987462106789,4.18884,4.035289417710465,1,0,0,0,0,1,0,ENFP
27.0,1,8.70787,5.71472232409101,8.57992,5.121872649702779,1,0,0,0,0,1,0,ENTP
26.0,0,5.86621,6.190914800246558,0.60562,3.385899775353297,0,1,0,0,0,1,0,ESFP
22.0,0,1.07919,6.9242907514520295,5.71178,4.529134371137813,1,0,0,0,0,0,1,INTP
26.0,1,5.53919,4.723857749068625,0.01928,3.831065398442064,0,1,0,0,0,0,1,ENFP
30.0,0,3.92603,5.043873379343286,0.08498,5.513194458392988,0,1,0,0,0,0,1,INFP
37.0,0,3.08182,6.286145472568474,5.29283,6.64333617003329,0,1,0,0,1,0,0,ISFJ
28.0,1,8.97304,5.873927644412486,7.72843,4.057180280811977,1,0,0,0,0,1,0,ENTP
35.0,0,4.57387,4.519842721811779,8.44696,2.900348471882805,0,1,1,0,0,0,0,ENTP
32.0,0,8.39277,4.2596109663619695,7.27338,4.874949544477145,0,1,0,0,0,1,0,ENTP
32.0,0,3.78547,6.284056758354796,1.67342,6.030481195610154,0,1,1,0,0,0,0,ESFJ
29.0,1,3.77169,6.07423467739258,3.77663,4.393483651589465,1,0,0,0,0,0,1,ENFP
23.0,0,1.34258,4.597855248238295,8.05798,4.598576671520716,0,1,0,0,0,0,1,INTP
23.0,0,4.13102,2.43269539546794,8.06341,4.135562748838595,1,0,0,1,0,0,0,ENTP
27.0,0,6.73131,5.939600066161358,2.87669,6.423545391492831,1,0,0,0,0,0,1,ENFJ
23.0,0,6.8376,5.248714648862466,4.7721,5.727931570867725,0,1,0,1,0,0,0,ENFP
31.0,0,3.35621,5.980615608463134,5.48093,6.837949666039588,0,1,0,1,0,0,0,INFJ
30.0,0,3.3207,4.975609671511714,9.88644,2.51026144410471,0,1,0,0,0,1,0,INTP
33.0,1,6.57854,5.150285477063045,7.6839,5.583631960680585,1,0,1,0,0,0,0,ENTP
26.0,1,8.65155,5.682518073549718,2.3099,4.513538891404814,0,1,0,0,0,0,1,ENFP
25.0,1,1.23587,5.219843663123045,8.47375,5.684748856216189,0,1,0,1,0,0,0,INTP
23.0,1,6.3487,4.888661402286638,8.04403,5.310351441929892,0,1,0,0,0,0,1,ENTP
29.0,0,9.92964,5.328621596352774,2.09785,5.678848403008481,0,1,0,0,0,0,1,ENFP
21.0,0,3.50642,2.330820662318636,0.2185,5.832061087555271,1,0,0,0,0,1,0,ENFP
29.0,1,4.87443,4.796177133452512,2.26987,3.943256303296311,0,1,0,0,0,0,1,ENFP
24.0,0,8.78142,4.945890352297144,1.58122,3.761935099022657,0,1,0,1,0,0,0,ENFP
22.0,1,9.60337,4.66969473311233,7.12925,4.906622960805689,1,0,0,0,0,0,1,ENTP
41.0,0,1.32697,5.750886906511324,8.51048,6.316400238972081,0,1,1,0,0,0,0,INTJ
24.0,1,2.23492,2.7262121547244647,4.71572,3.1156824130327574,0,1,1,0,0,0,0,INFP
26.0,1,1.49188,5.132566428393594,7.33054,6.315056148703272,0,1,0,1,0,0,0,INTP
30.0,0,5.74641,5.761983731798804,2.41824,8.26884672787402,1,0,1,0,0,0,0,ENFJ
28.0,1,0.71253,6.227412923890745,3.38341,4.921760028296265,1,0,0,0,1,0,0,ISFP
32.0,1,9.01647,4.555837981617591,6.55129,3.903447531586688,1,0,0,0,0,0,1,ENTP
21.0,0,0.61271,5.932864011813747,4.69428,5.513069195286697,0,1,1,0,0,0,0,INFP
35.0,0,0.76631,6.21101975878692,6.89017,2.2650981982541563,0,1,0,0,0,0,1,ISTP
23.0,0,1.5828,3.8757778209538936,9.83771,2.7254644345823857,0,1,0,1,0,0,0,INTP
30.0,1,7.04594,5.18856746759052,5.64891,4.614509753304242,1,0,0,1,0,0,0,ENTP
25.0,0,2.29576,6.301458204728477,7.91773,5.0090045260483445,0,1,0,0,0,0,1,INTP
28.0,0,7.46776,4.44135895170367,4.3199,3.547572725382797,0,1,0,0,0,0,1,ENFP
28.0,0,1.15739,5.944218713331661,7.15169,5.479661104412109,0,1,0,0,0,0,1,INTP
19.0,1,7.51241,5.026356463528934,3.64649,1.8985436585158315,1,0,0,0,0,0,1,ENFP
25.0,0,6.57741,4.27944448861193,6.62939,4.135878892710325,0,1,0,0,0,0,1,ENTP
23.0,0,9.8892,5.0697111447145256,6.16811,3.901264677619469,0,1,0,0,0,1,0,ENFP
19.0,1,0.30001,7.05720396190334,9.19961,5.849309698483526,0,1,1,0,0,0,0,INTP
28.0,0,4.06209,4.592289526708621,2.73176,5.530964046794028,0,1,0,0,0,1,0,INFP
21.0,1,8.71784,4.384149569648937,4.50206,3.3787632165496047,0,1,0,0,0,0,1,ENFP
28.0,1,7.22667,4.388057111639419,3.20872,3.5694981372943664,0,1,0,0,0,0,1,ENFP
21.0,1,9.92948,5.952258154136128,2.22328,4.044130563087039,0,1,1,0,0,0,0,ENFP
36.0,1,0.52952,5.888586388708194,9.47539,2.770761429256579,0,1,1,0,0,0,0,INTP
26.0,1,0.26264,4.474329086969496,1.45161,3.810759477344164,1,0,1,0,0,0,0,INFP
24.0,0,6.21213,1.6886476450216366,4.93945,2.380020567500688,0,1,0,0,0,1,0,ENFP
20.0,0,2.41031,4.784967335844374,3.26552,2.789047301415831,0,1,0,0,0,0,1,INFP
36.0,0,8.16456,7.358126359427546,5.39706,1.5754079090999982,0,1,0,0,0,0,1,ESFP
22.0,0,6.2317,3.903104447787,4.9259,2.1442081301460423,0,1,0,0,0,0,1,ENFP
23.0,1,3.70894,5.596727970404023,3.42522,4.4873802040959,0,1,0,0,0,0,1,ENFP
25.0,1,5.28424,4.330176493209527,6.56088,6.719498479961468,1,0,0,0,1,0,0,ENTP
22.0,1,5.27795,5.115397368683434,5.63426,5.443310201897629,0,1,0,0,0,0,1,ENFP
21.0,0,3.82128,5.399221694480704,4.49047,5.98210974855691,1,0,0,0,0,0,1,ENFP
30.0,0,1.60825,5.041195881261913,9.81224,2.9505584689455464,1,0,0,0,0,0,1,INTP
23.0,0,9.83354,5.788345199221635,6.15497,4.613696590175208,1,0,1,0,0,0,0,ENTP
22.0,0,1.48943,7.897479575478515,0.59436,4.328054546747211,0,1,0,0,0,0,1,INFP
32.0,1,3.45044,5.544018861624043,6.93103,4.610294115063889,1,0,0,0,1,0,0,INTP
23.0,1,9.62588,5.584943914361179,3.54021,3.533946916124151,1,0,0,1,0,0,0,ENFP
26.0,1,2.90693,3.828958625712729,7.32632,6.966638329842054,0,1,0,1,0,0,0,INTP
24.0,1,4.66651,6.0807385635355,3.57448,5.077163647742811,1,0,0,0,0,0,1,ENFP
29.0,0,0.56964,4.449486349321435,2.00996,6.832335715644823,1,0,0,0,0,1,0,INFJ
21.0,0,0.19875,2.549452592176864,4.72513,3.4196020816828403,1,0,0,0,1,0,0,INFP
28.0,0,2.48199,4.447775994330635,3.81703,3.9527352373222446,0,1,1,0,0,0,0,INFP
35.0,0,1.21789,4.771043062517146,5.16475,5.287992337851694,0,1,0,0,0,0,1,INFP
22.0,0,9.19804,4.685953248158469,1.6772,4.443957659135647,1,0,0,0,1,0,0,ENFP
22.0,0,6.67598,4.522553751674468,4.14675,2.545660297303157,0,1,0,0,1,0,0,ENFP
20.0,0,9.53944,7.093179213608669,4.42692,1.8529885001843385,0,1,0,0,0,0,1,ENFP
28.0,1,9.75161,7.671013372167345,5.07989,3.4068243513294503,0,1,0,1,0,0,0,ESFP
29.0,1,4.36846,7.344275546092962,2.67649,4.905118071782486,1,0,0,0,0,1,0,ISFP
25.0,0,6.31992,5.558045456136248,0.69103,2.1512130013905053,0,1,0,0,0,0,1,ENFP
25.0,1,0.74489,4.9960632339743904,4.11565,5.935710380504237,1,0,0,1,0,0,0,INFP
24.0,1,8.71745,4.209258252430413,9.74773,7.004567934324126,1,0,1,0,0,0,0,ENTP
21.0,0,5.10823,4.2257283839762,9.84876,5.891364099444323,0,1,0,0,0,0,1,ENTP
26.0,0,3.17638,3.1540540597807496,2.10221,2.444633672624616,0,1,0,0,1,0,0,INFP
20.0,1,1.30623,5.201724499286646,2.36436,3.446614371104308,1,0,0,0,0,1,0,INFP
27.0,0,8.46962,6.646111735327263,0.46628,5.665325979626033,0,1,0,1,0,0,0,ESFP
21.0,0,1.88513,4.550569817082623,1.08425,5.464062446529794,1,0,0,1,0,0,0,INFP
20.0,0,0.7382,6.091510408288647,2.96211,4.339884146346293,0,1,0,0,0,0,1,INFP
24.0,0,1.52092,3.927627949523403,8.52232,7.67880948780423,0,1,0,0,0,0,1,INTJ
35.0,0,3.63541,6.258494799656066,8.97133,3.906667969728416,1,0,0,0,0,0,1,ISTP
34.0,0,1.74787,4.209076672530187,4.17189,5.103753865028224,0,1,0,1,0,0,0,INFP
25.0,0,0.48687,5.763355467292072,8.26335,5.773816617447545,1,0,0,0,0,0,1,INTP
37.0,0,6.76539,4.109604622825163,4.54414,4.480204194241253,0,1,0,0,0,0,1,ENFP
24.0,1,4.40696,3.348161827731172,1.74779,1.612893981084615,1,0,0,1,0,0,0,INFP
21.0,0,4.05072,5.10758748242559,3.3402,5.244068735524127,1,0,1,0,0,0,0,INFP
25.0,1,1.89316,4.265856582149018,6.29264,3.3586276109687465,1,0,0,1,0,0,0,INTP
27.0,1,1.54506,4.955018724406525,4.99604,4.5606378748086,0,1,0,1,0,0,0,INFP
24.0,0,5.80049,5.011709676265831,0.26329,1.289495343224976,0,1,0,0,0,0,1,ENFP
24.0,0,7.83378,4.918534613432268,2.6617,5.5641167203545,1,0,0,0,0,0,1,ENFP
31.0,1,2.68256,0.9888155438408814,9.81921,6.804540741212886,0,1,0,1,0,0,0,INTP
26.0,0,0.21457,5.656647570486853,7.02499,5.017224767590761,0,1,0,1,0,0,0,INTP
34.0,0,5.5628,5.2929261410131705,5.58745,3.852024569416876,1,0,1,0,0,0,0,ENTP
28.0,0,4.62894,5.280820867118855,6.35994,3.671599547808266,1,0,1,0,0,0,0,ENTP
28.0,0,4.58959,3.948869288598585,6.17592,5.530653105890429,0,1,0,0,0,1,0,INFP
25.0,1,7.18617,4.977930955230472,2.11134,6.0228139279661415,1,0,1,0,0,0,0,ENFP
24.0,1,9.70584,6.457446765174476,6.028,4.65853729592409,1,0,0,0,0,0,1,ENTP
36.0,0,1.32383,2.134407171939986,5.00147,4.543080570855119,0,1,0,0,0,0,1,INFP
27.0,0,6.6294,5.418692132195888,9.98715,3.406525826194853,1,0,0,0,0,0,1,ENTP
26.0,0,1.7561,5.323539088170695,2.02752,3.881449679539808,0,1,0,0,0,0,1,INFP
21.0,0,5.54216,5.16306229945821,3.64541,4.004845960037972,0,1,1,0,0,0,0,ENFP
22.0,0,0.82772,5.865409211196188,4.92194,5.13888673676347,0,1,0,0,1,0,0,INFJ
21.0,0,9.36772,4.382618754246519,4.72315,3.887033687591552,0,1,0,1,0,0,0,ENFP
25.0,0,8.58828,6.29935282184524,9.21556,5.996392342392202,0,1,0,0,1,0,0,ESTJ
27.0,0,3.28098,4.57427710558315,2.49166,4.980611535027784,1,0,0,0,0,0,1,ENFP
27.0,0,3.90187,3.8629876757090313,5.53521,3.777062870515217,1,0,0,0,1,0,0,ENTP
22.0,0,0.07206,4.122456341802007,1.0203,3.511672203894043,1,0,1,0,0,0,0,INFP
24.0,1,3.05336,4.804027732902367,2.08325,2.1986039380658795,1,0,0,0,0,1,0,INFP
22.0,0,6.25875,7.149338054636782,7.11776,4.357484020582804,1,0,1,0,0,0,0,ENTP
26.0,1,9.1459,4.216073655455084,4.18791,4.152065789758167,1,0,0,0,0,0,1,ENFP
35.0,0,6.39673,6.475390202865031,2.16302,5.055663004003912,0,1,0,1,0,0,0,ESFP
27.0,0,3.06285,5.092768853452681,9.47975,5.877548380616138,0,1,0,0,1,0,0,INTJ
